cellId*Ganzzahl	entrezId*Ganzzahl	expressionValue*Zahl
165	11479	8.0
165	11480	8.0
165	11481	8.0
165	11482	8.0
165	11484	8.0
165	11486	8.0
165	11487	8.0
165	11488	8.0
165	11489	8.0
165	11490	8.0
165	11491	8.0
165	11492	8.0
165	11495	8.0
165	11496	8.0
165	11497	8.0
165	11498	8.0
165	11499	8.0
165	11500	8.0
165	11501	8.0
165	11502	8.0
165	11504	8.0
165	11512	8.0
165	11513	8.0
165	11514	8.0
165	11515	8.0
165	11516	8.0
165	11517	8.0
165	11518	8.0
165	11519	8.0
165	11520	8.0
165	11522	8.0
165	11529	8.0
165	11532	8.0
165	11533	8.0
165	11534	8.0
165	11535	8.0
165	11536	8.0
165	11537	8.0
165	11538	8.0
165	11539	8.0
165	11540	8.0
165	11541	8.0
165	11542	8.0
165	11544	8.0
165	11545	8.0
165	11546	8.0
165	11548	8.0
165	11852	2.0
165	11853	3.0
165	11854	5.0
165	11855	3.0
165	11856	3.0
165	11857	3.0
165	11858	5.0
165	11859	4.0
165	11861	2.0
165	11863	2.0
165	11933	2.0
166	11287	3.0
166	11298	2.0
166	11302	3.0
166	11303	2.0
166	11304	5.0
166	11305	3.0
166	11306	2.0
166	11307	5.0
166	11308	4.0
166	11350	2.0
166	11548	8.0
166	11549	8.0
166	11550	8.0
166	11551	8.0
166	11552	8.0
166	11553	8.0
166	11554	8.0
166	11555	8.0
166	11556	8.0
166	11564	8.0
166	11565	8.0
166	11566	8.0
166	11567	8.0
166	11568	8.0
166	11569	8.0
166	11571	8.0
166	11572	8.0
166	11576	8.0
166	11592	8.0
166	11593	8.0
166	11595	8.0
166	11596	8.0
166	11600	8.0
166	11601	8.0
166	11602	8.0
166	11603	8.0
166	11604	8.0
166	11605	8.0
166	11606	8.0
166	11607	8.0
166	11608	8.0
166	11609	8.0
166	11610	8.0
166	11611	8.0
166	11614	8.0
166	11615	8.0
166	11622	8.0
166	11624	8.0
166	11625	8.0
166	11628	8.0
166	11629	8.0
166	11630	8.0
166	11632	8.0
166	11634	8.0
166	11636	8.0
166	11637	8.0
166	11639	8.0
166	11640	8.0
166	11641	8.0
166	11642	8.0
166	11643	8.0
166	11647	8.0
166	11648	8.0
166	11650	8.0
166	11651	8.0
166	11652	8.0
166	11655	8.0
166	11656	8.0
166	11657	8.0
166	11658	8.0
166	11666	8.0
166	11668	8.0
166	11669	8.0
166	11670	8.0
166	11671	8.0
166	11674	8.0
166	11676	8.0
166	11677	8.0
166	11682	8.0
166	11684	8.0
166	11685	8.0
166	11686	8.0
166	11687	8.0
166	11688	8.0
166	11689	8.0
166	11690	8.0
166	11691	8.0
166	11692	8.0
166	11694	8.0
166	11695	8.0
166	11697	8.0
166	11698	8.0
166	11699	8.0
166	11700	8.0
166	11701	8.0
166	11702	8.0
166	11704	8.0
166	11705	8.0
166	11717	8.0
166	11720	8.0
166	11722	8.0
166	11727	8.0
166	11728	8.0
166	11730	8.0
166	11731	8.0
166	11732	8.0
166	11733	8.0
166	11735	8.0
166	11736	8.0
166	11737	8.0
166	11739	8.0
166	11852	5.0
166	11853	3.0
166	11854	5.0
166	11855	2.0
166	11856	4.0
166	11857	3.0
166	11858	2.0
166	11859	4.0
166	11861	5.0
166	11863	4.0
166	11933	4.0
167	11287	4.0
167	11298	2.0
167	11302	5.0
167	11303	2.0
167	11304	5.0
167	11305	4.0
167	11306	3.0
167	11307	3.0
167	11308	4.0
167	11350	3.0
167	11739	8.0
167	11740	8.0
167	11743	8.0
167	11744	8.0
167	11745	8.0
167	11746	8.0
167	11747	8.0
167	11749	8.0
167	11750	8.0
167	11752	8.0
167	11753	8.0
167	11754	8.0
167	11757	8.0
167	11758	8.0
167	11761	8.0
167	11763	8.0
167	11764	8.0
167	11765	8.0
167	11766	8.0
167	11767	8.0
167	11768	8.0
167	11769	8.0
167	11770	8.0
167	11771	8.0
167	11772	8.0
167	11773	8.0
167	11774	8.0
167	11775	8.0
167	11776	8.0
167	11777	8.0
167	11778	8.0
167	11781	8.0
167	11782	8.0
167	11783	8.0
167	11784	8.0
167	11785	8.0
167	11787	8.0
167	11789	8.0
167	11790	8.0
167	11792	8.0
167	11793	8.0
167	11796	8.0
167	11797	8.0
167	11798	8.0
167	11799	8.0
167	11800	8.0
167	11801	8.0
167	11803	8.0
167	11804	8.0
167	11806	8.0
167	11807	8.0
167	11808	8.0
167	11810	8.0
167	11811	8.0
167	11812	8.0
167	11813	8.0
167	11814	8.0
167	11815	8.0
167	11816	8.0
167	11818	8.0
167	11819	8.0
167	11820	8.0
167	11821	8.0
167	11826	8.0
167	11827	8.0
167	11828	8.0
167	11829	8.0
167	11830	8.0
167	11831	8.0
167	11832	8.0
167	11833	8.0
167	11834	8.0
167	11835	8.0
167	11836	8.0
167	11837	8.0
167	11838	8.0
167	11839	8.0
167	11840	8.0
167	11841	8.0
167	11842	8.0
167	11843	8.0
167	11844	8.0
167	11845	8.0
167	11846	8.0
167	11847	8.0
167	11848	8.0
167	11849	8.0
167	11850	8.0
167	11851	8.0
167	11852	5.0
167	11853	3.0
167	11854	5.0
167	11855	5.0
167	11856	3.0
167	11857	2.0
167	11858	2.0
167	11859	2.0
167	11861	4.0
167	11863	4.0
167	11933	5.0
168	11287	3.0
168	11298	3.0
168	11302	3.0
168	11303	2.0
168	11304	5.0
168	11305	2.0
168	11306	5.0
168	11307	5.0
168	11308	4.0
168	11350	5.0
168	11352	8.0
168	11354	8.0
168	11358	8.0
168	11363	8.0
168	11364	8.0
168	11370	8.0
168	11409	8.0
168	11416	8.0
168	11418	8.0
168	11419	8.0
168	11421	8.0
168	11423	8.0
168	11425	8.0
168	11426	8.0
168	11428	8.0
168	11429	8.0
168	11430	8.0
168	11431	8.0
168	11432	8.0
168	11433	8.0
168	11434	8.0
168	11435	8.0
168	11438	8.0
168	11440	8.0
168	11441	8.0
168	11443	8.0
168	11444	8.0
168	11447	8.0
168	11448	8.0
168	11449	8.0
168	11450	8.0
168	11451	8.0
168	11452	8.0
168	11459	8.0
168	11461	8.0
168	11464	8.0
168	11465	8.0
168	11468	8.0
168	11470	8.0
168	11471	8.0
168	11472	8.0
168	11474	8.0
168	11475	8.0
168	11477	8.0
168	11479	8.0
168	11480	8.0
168	11481	8.0
168	11482	8.0
168	11484	8.0
168	11486	8.0
168	11487	8.0
168	11488	8.0
168	11489	8.0
168	11490	8.0
168	11491	8.0
168	11492	8.0
168	11495	8.0
168	11496	8.0
168	11497	8.0
168	11498	8.0
168	11499	8.0
168	11500	8.0
168	11501	8.0
168	11502	8.0
168	11504	8.0
168	11512	8.0
168	11513	8.0
168	11514	8.0
168	11515	8.0
168	11516	8.0
168	11517	8.0
168	11518	8.0
168	11519	8.0
168	11520	8.0
168	11522	8.0
168	11529	8.0
168	11532	8.0
168	11533	8.0
168	11534	8.0
168	11535	8.0
168	11536	8.0
168	11537	8.0
168	11538	8.0
168	11539	8.0
168	11540	8.0
168	11541	8.0
168	11542	8.0
168	11544	8.0
168	11545	8.0
168	11546	8.0
168	11548	8.0
168	11852	2.0
168	11853	3.0
168	11854	4.0
168	11855	5.0
168	11856	2.0
168	11857	4.0
168	11858	5.0
168	11859	5.0
168	11861	4.0
168	11863	4.0
168	11933	4.0
169	11287	2.0
169	11298	4.0
169	11302	2.0
169	11303	5.0
169	11304	2.0
169	11305	3.0
169	11306	2.0
169	11307	3.0
169	11308	2.0
169	11350	4.0
169	11548	8.0
169	11549	8.0
169	11550	8.0
169	11551	8.0
169	11552	8.0
169	11553	8.0
169	11554	8.0
169	11555	8.0
169	11556	8.0
169	11564	8.0
169	11565	8.0
169	11566	8.0
169	11567	8.0
169	11568	8.0
169	11569	8.0
169	11571	8.0
169	11572	8.0
169	11576	8.0
169	11592	8.0
169	11593	8.0
169	11595	8.0
169	11596	8.0
169	11600	8.0
169	11601	8.0
169	11602	8.0
169	11603	8.0
169	11604	8.0
169	11605	8.0
169	11606	8.0
169	11607	8.0
169	11608	8.0
169	11609	8.0
169	11610	8.0
169	11611	8.0
169	11614	8.0
169	11615	8.0
169	11622	8.0
169	11624	8.0
169	11625	8.0
169	11628	8.0
169	11629	8.0
169	11630	8.0
169	11632	8.0
169	11634	8.0
169	11636	8.0
169	11637	8.0
169	11639	8.0
169	11640	8.0
169	11641	8.0
169	11642	8.0
169	11643	8.0
169	11647	8.0
169	11648	8.0
169	11650	8.0
169	11651	8.0
169	11652	8.0
169	11655	8.0
169	11656	8.0
169	11657	8.0
169	11658	8.0
169	11666	8.0
169	11668	8.0
169	11669	8.0
169	11670	8.0
169	11671	8.0
169	11674	8.0
169	11676	8.0
169	11677	8.0
169	11682	8.0
169	11684	8.0
169	11685	8.0
169	11686	8.0
169	11687	8.0
169	11688	8.0
169	11689	8.0
169	11690	8.0
169	11691	8.0
169	11692	8.0
169	11694	8.0
169	11695	8.0
169	11697	8.0
169	11698	8.0
169	11699	8.0
169	11700	8.0
169	11701	8.0
169	11702	8.0
169	11704	8.0
169	11705	8.0
169	11717	8.0
169	11720	8.0
169	11722	8.0
169	11727	8.0
169	11728	8.0
169	11730	8.0
169	11731	8.0
169	11732	8.0
169	11733	8.0
169	11735	8.0
169	11736	8.0
169	11737	8.0
169	11739	8.0
169	11852	2.0
169	11853	2.0
169	11854	4.0
169	11855	2.0
169	11856	5.0
169	11857	3.0
169	11858	2.0
169	11859	5.0
169	11861	4.0
169	11863	3.0
169	11933	3.0
170	11287	5.0
170	11298	3.0
170	11302	4.0
170	11303	5.0
170	11304	2.0
170	11305	5.0
170	11306	3.0
170	11307	4.0
170	11308	2.0
170	11350	2.0
170	11739	8.0
170	11740	8.0
170	11743	8.0
170	11744	8.0
170	11745	8.0
170	11746	8.0
170	11747	8.0
170	11749	8.0
170	11750	8.0
170	11752	8.0
170	11753	8.0
170	11754	8.0
170	11757	8.0
170	11758	8.0
170	11761	8.0
170	11763	8.0
170	11764	8.0
170	11765	8.0
170	11766	8.0
170	11767	8.0
170	11768	8.0
170	11769	8.0
170	11770	8.0
170	11771	8.0
170	11772	8.0
170	11773	8.0
170	11774	8.0
170	11775	8.0
170	11776	8.0
170	11777	8.0
170	11778	8.0
170	11781	8.0
170	11782	8.0
170	11783	8.0
170	11784	8.0
170	11785	8.0
170	11787	8.0
170	11789	8.0
170	11790	8.0
170	11792	8.0
170	11793	8.0
170	11796	8.0
170	11797	8.0
170	11798	8.0
170	11799	8.0
170	11800	8.0
170	11801	8.0
170	11803	8.0
170	11804	8.0
170	11806	8.0
170	11807	8.0
170	11808	8.0
170	11810	8.0
170	11811	8.0
170	11812	8.0
170	11813	8.0
170	11814	8.0
170	11815	8.0
170	11816	8.0
170	11818	8.0
170	11819	8.0
170	11820	8.0
170	11821	8.0
170	11826	8.0
170	11827	8.0
170	11828	8.0
170	11829	8.0
170	11830	8.0
170	11831	8.0
170	11832	8.0
170	11833	8.0
170	11834	8.0
170	11835	8.0
170	11836	8.0
170	11837	8.0
170	11838	8.0
170	11839	8.0
170	11840	8.0
170	11841	8.0
170	11842	8.0
170	11843	8.0
170	11844	8.0
170	11845	8.0
170	11846	8.0
170	11847	8.0
170	11848	8.0
170	11849	8.0
170	11850	8.0
170	11851	8.0
170	11852	5.0
170	11853	5.0
170	11854	2.0
170	11855	3.0
170	11856	4.0
170	11857	3.0
170	11858	2.0
170	11859	5.0
170	11861	5.0
170	11863	4.0
170	11933	4.0
171	11287	4.0
171	11298	3.0
171	11302	2.0
171	11303	3.0
171	11304	2.0
171	11305	5.0
171	11306	2.0
171	11307	2.0
171	11308	5.0
171	11350	2.0
171	11352	8.0
171	11354	8.0
171	11358	8.0
171	11363	8.0
171	11364	8.0
171	11370	8.0
171	11409	8.0
171	11416	8.0
171	11418	8.0
171	11419	8.0
171	11421	8.0
171	11423	8.0
171	11425	8.0
171	11426	8.0
171	11428	8.0
171	11429	8.0
171	11430	8.0
171	11431	8.0
171	11432	8.0
171	11433	8.0
171	11434	8.0
171	11435	8.0
171	11438	8.0
171	11440	8.0
171	11441	8.0
171	11443	8.0
171	11444	8.0
171	11447	8.0
171	11448	8.0
171	11449	8.0
171	11450	8.0
171	11451	8.0
171	11452	8.0
171	11459	8.0
171	11461	8.0
171	11464	8.0
171	11465	8.0
171	11468	8.0
171	11470	8.0
171	11471	8.0
171	11472	8.0
171	11474	8.0
171	11475	8.0
171	11477	8.0
171	11479	8.0
171	11480	8.0
171	11481	8.0
171	11482	8.0
171	11484	8.0
171	11486	8.0
171	11487	8.0
171	11488	8.0
171	11489	8.0
171	11490	8.0
171	11491	8.0
171	11492	8.0
171	11495	8.0
171	11496	8.0
171	11497	8.0
171	11498	8.0
171	11499	8.0
171	11500	8.0
171	11501	8.0
171	11502	8.0
171	11504	8.0
171	11512	8.0
171	11513	8.0
171	11514	8.0
171	11515	8.0
171	11516	8.0
171	11517	8.0
171	11518	8.0
171	11519	8.0
171	11520	8.0
171	11522	8.0
171	11529	8.0
171	11532	8.0
171	11533	8.0
171	11534	8.0
171	11535	8.0
171	11536	8.0
171	11537	8.0
171	11538	8.0
171	11539	8.0
171	11540	8.0
171	11541	8.0
171	11542	8.0
171	11544	8.0
171	11545	8.0
171	11546	8.0
171	11548	8.0
171	11852	2.0
171	11853	3.0
171	11854	3.0
171	11855	2.0
171	11856	2.0
171	11857	3.0
171	11858	5.0
171	11859	5.0
171	11861	3.0
171	11863	5.0
171	11933	5.0
172	11287	2.0
172	11298	4.0
172	11302	2.0
172	11303	2.0
172	11304	3.0
172	11305	4.0
172	11306	3.0
172	11307	2.0
172	11308	5.0
172	11350	2.0
172	11548	8.0
172	11549	8.0
172	11550	8.0
172	11551	8.0
172	11552	8.0
172	11553	8.0
172	11554	8.0
172	11555	8.0
172	11556	8.0
172	11564	8.0
172	11565	8.0
172	11566	8.0
172	11567	8.0
172	11568	8.0
172	11569	8.0
172	11571	8.0
172	11572	8.0
172	11576	8.0
172	11592	8.0
172	11593	8.0
172	11595	8.0
172	11596	8.0
172	11600	8.0
172	11601	8.0
172	11602	8.0
172	11603	8.0
172	11604	8.0
172	11605	8.0
172	11606	8.0
172	11607	8.0
172	11608	8.0
172	11609	8.0
172	11610	8.0
172	11611	8.0
172	11614	8.0
172	11615	8.0
172	11622	8.0
172	11624	8.0
172	11625	8.0
172	11628	8.0
172	11629	8.0
172	11630	8.0
172	11632	8.0
172	11634	8.0
172	11636	8.0
172	11637	8.0
172	11639	8.0
172	11640	8.0
172	11641	8.0
172	11642	8.0
172	11643	8.0
172	11647	8.0
172	11648	8.0
172	11650	8.0
172	11651	8.0
172	11652	8.0
172	11655	8.0
172	11656	8.0
172	11657	8.0
172	11658	8.0
172	11666	8.0
172	11668	8.0
172	11669	8.0
172	11670	8.0
172	11671	8.0
172	11674	8.0
172	11676	8.0
172	11677	8.0
172	11682	8.0
172	11684	8.0
172	11685	8.0
172	11686	8.0
172	11687	8.0
172	11688	8.0
172	11689	8.0
172	11690	8.0
172	11691	8.0
172	11692	8.0
172	11694	8.0
172	11695	8.0
172	11697	8.0
172	11698	8.0
172	11699	8.0
172	11700	8.0
172	11701	8.0
172	11702	8.0
172	11704	8.0
172	11705	8.0
172	11717	8.0
172	11720	8.0
172	11722	8.0
172	11727	8.0
172	11728	8.0
172	11730	8.0
172	11731	8.0
172	11732	8.0
172	11733	8.0
172	11735	8.0
172	11736	8.0
172	11737	8.0
172	11739	8.0
172	11852	4.0
172	11853	5.0
172	11854	4.0
172	11855	3.0
172	11856	2.0
172	11857	4.0
172	11858	4.0
172	11859	2.0
172	11861	2.0
172	11863	2.0
172	11933	3.0
173	11287	3.0
173	11298	5.0
173	11302	5.0
173	11303	4.0
173	11304	5.0
173	11305	3.0
173	11306	3.0
173	11307	5.0
173	11308	2.0
173	11350	5.0
173	11739	8.0
173	11740	8.0
173	11743	8.0
173	11744	8.0
173	11745	8.0
173	11746	8.0
173	11747	8.0
173	11749	8.0
173	11750	8.0
173	11752	8.0
173	11753	8.0
173	11754	8.0
173	11757	8.0
173	11758	8.0
173	11761	8.0
173	11763	8.0
173	11764	8.0
173	11765	8.0
173	11766	8.0
173	11767	8.0
173	11768	8.0
173	11769	8.0
173	11770	8.0
173	11771	8.0
173	11772	8.0
173	11773	8.0
173	11774	8.0
173	11775	8.0
173	11776	8.0
173	11777	8.0
173	11778	8.0
173	11781	8.0
173	11782	8.0
173	11783	8.0
173	11784	8.0
173	11785	8.0
173	11787	8.0
173	11789	8.0
173	11790	8.0
173	11792	8.0
173	11793	8.0
173	11796	8.0
173	11797	8.0
173	11798	8.0
173	11799	8.0
173	11800	8.0
173	11801	8.0
173	11803	8.0
173	11804	8.0
173	11806	8.0
173	11807	8.0
173	11808	8.0
173	11810	8.0
173	11811	8.0
173	11812	8.0
173	11813	8.0
173	11814	8.0
173	11815	8.0
173	11816	8.0
173	11818	8.0
173	11819	8.0
173	11820	8.0
173	11821	8.0
173	11826	8.0
173	11827	8.0
173	11828	8.0
173	11829	8.0
173	11830	8.0
173	11831	8.0
173	11832	8.0
173	11833	8.0
173	11834	8.0
173	11835	8.0
173	11836	8.0
173	11837	8.0
173	11838	8.0
173	11839	8.0
173	11840	8.0
173	11841	8.0
173	11842	8.0
173	11843	8.0
173	11844	8.0
173	11845	8.0
173	11846	8.0
173	11847	8.0
173	11848	8.0
173	11849	8.0
173	11850	8.0
173	11851	8.0
173	11852	4.0
173	11853	5.0
173	11854	5.0
173	11855	3.0
173	11856	4.0
173	11857	5.0
173	11858	2.0
173	11859	4.0
173	11861	2.0
173	11863	5.0
173	11933	5.0
174	11287	2.0
174	11298	2.0
174	11302	3.0
174	11303	3.0
174	11304	4.0
174	11305	4.0
174	11306	2.0
174	11307	5.0
174	11308	3.0
174	11350	4.0
174	11352	8.0
174	11354	8.0
174	11358	8.0
174	11363	8.0
174	11364	8.0
174	11370	8.0
174	11409	8.0
174	11416	8.0
174	11418	8.0
174	11419	8.0
174	11421	8.0
174	11423	8.0
174	11425	8.0
174	11426	8.0
174	11428	8.0
174	11429	8.0
174	11430	8.0
174	11431	8.0
174	11432	8.0
174	11433	8.0
174	11434	8.0
174	11435	8.0
174	11438	8.0
174	11440	8.0
174	11441	8.0
174	11443	8.0
174	11444	8.0
174	11447	8.0
174	11448	8.0
174	11449	8.0
174	11450	8.0
174	11451	8.0
174	11452	8.0
174	11459	8.0
174	11461	8.0
174	11464	8.0
174	11465	8.0
174	11468	8.0
174	11470	8.0
174	11471	8.0
174	11472	8.0
174	11474	8.0
174	11475	8.0
174	11477	8.0
174	11479	8.0
174	11480	8.0
174	11481	8.0
174	11482	8.0
174	11484	8.0
174	11486	8.0
174	11487	8.0
174	11488	8.0
174	11489	8.0
174	11490	8.0
174	11491	8.0
174	11492	8.0
174	11495	8.0
174	11496	8.0
174	11497	8.0
174	11498	8.0
174	11499	8.0
174	11500	8.0
174	11501	8.0
174	11502	8.0
174	11504	8.0
174	11512	8.0
174	11513	8.0
174	11514	8.0
174	11515	8.0
174	11516	8.0
174	11517	8.0
174	11518	8.0
174	11519	8.0
174	11520	8.0
174	11522	8.0
174	11529	8.0
174	11532	8.0
174	11533	8.0
174	11534	8.0
174	11535	8.0
174	11536	8.0
174	11537	8.0
174	11538	8.0
174	11539	8.0
174	11540	8.0
174	11541	8.0
174	11542	8.0
174	11544	8.0
174	11545	8.0
174	11546	8.0
174	11548	8.0
174	11852	3.0
174	11853	4.0
174	11854	3.0
174	11855	4.0
174	11856	5.0
174	11857	3.0
174	11858	4.0
174	11859	4.0
174	11861	3.0
174	11863	5.0
174	11933	2.0
175	11287	4.0
175	11298	2.0
175	11302	2.0
175	11303	2.0
175	11304	5.0
175	11305	5.0
175	11306	4.0
175	11307	4.0
175	11308	4.0
175	11350	4.0
175	11548	8.0
175	11549	8.0
175	11550	8.0
175	11551	8.0
175	11552	8.0
175	11553	8.0
175	11554	8.0
175	11555	8.0
175	11556	8.0
175	11564	8.0
175	11565	8.0
175	11566	8.0
175	11567	8.0
175	11568	8.0
175	11569	8.0
175	11571	8.0
175	11572	8.0
175	11576	8.0
175	11592	8.0
175	11593	8.0
175	11595	8.0
175	11596	8.0
175	11600	8.0
175	11601	8.0
175	11602	8.0
175	11603	8.0
175	11604	8.0
175	11605	8.0
175	11606	8.0
175	11607	8.0
175	11608	8.0
175	11609	8.0
175	11610	8.0
175	11611	8.0
175	11614	8.0
175	11615	8.0
175	11622	8.0
175	11624	8.0
175	11625	8.0
175	11628	8.0
175	11629	8.0
175	11630	8.0
175	11632	8.0
175	11634	8.0
175	11636	8.0
175	11637	8.0
175	11639	8.0
175	11640	8.0
175	11641	8.0
175	11642	8.0
175	11643	8.0
175	11647	8.0
175	11648	8.0
175	11650	8.0
175	11651	8.0
175	11652	8.0
175	11655	8.0
175	11656	8.0
175	11657	8.0
175	11658	8.0
175	11666	8.0
175	11668	8.0
175	11669	8.0
175	11670	8.0
175	11671	8.0
175	11674	8.0
175	11676	8.0
175	11677	8.0
175	11682	8.0
175	11684	8.0
175	11685	8.0
175	11686	8.0
175	11687	8.0
175	11688	8.0
175	11689	8.0
175	11690	8.0
175	11691	8.0
175	11692	8.0
175	11694	8.0
175	11695	8.0
175	11697	8.0
175	11698	8.0
175	11699	8.0
175	11700	8.0
175	11701	8.0
175	11702	8.0
175	11704	8.0
175	11705	8.0
175	11717	8.0
175	11720	8.0
175	11722	8.0
175	11727	8.0
175	11728	8.0
175	11730	8.0
175	11731	8.0
175	11732	8.0
175	11733	8.0
175	11735	8.0
175	11736	8.0
175	11737	8.0
175	11739	8.0
175	11852	5.0
175	11853	3.0
175	11854	3.0
175	11855	2.0
175	11856	5.0
175	11857	3.0
175	11858	2.0
175	11859	2.0
175	11861	4.0
175	11863	3.0
175	11933	2.0
176	11287	5.0
176	11298	2.0
176	11302	2.0
176	11303	2.0
176	11304	3.0
176	11305	5.0
176	11306	5.0
176	11307	4.0
176	11308	4.0
176	11350	5.0
176	11739	8.0
176	11740	8.0
176	11743	8.0
176	11744	8.0
176	11745	8.0
176	11746	8.0
176	11747	8.0
176	11749	8.0
176	11750	8.0
176	11752	8.0
176	11753	8.0
176	11754	8.0
176	11757	8.0
176	11758	8.0
176	11761	8.0
176	11763	8.0
176	11764	8.0
176	11765	8.0
176	11766	8.0
176	11767	8.0
176	11768	8.0
176	11769	8.0
176	11770	8.0
176	11771	8.0
176	11772	8.0
176	11773	8.0
176	11774	8.0
176	11775	8.0
176	11776	8.0
176	11777	8.0
176	11778	8.0
176	11781	8.0
176	11782	8.0
176	11783	8.0
176	11784	8.0
176	11785	8.0
176	11787	8.0
176	11789	8.0
176	11790	8.0
176	11792	8.0
176	11793	8.0
176	11796	8.0
176	11797	8.0
176	11798	8.0
176	11799	8.0
176	11800	8.0
176	11801	8.0
176	11803	8.0
176	11804	8.0
176	11806	8.0
176	11807	8.0
176	11808	8.0
176	11810	8.0
176	11811	8.0
176	11812	8.0
176	11813	8.0
176	11814	8.0
176	11815	8.0
176	11816	8.0
176	11818	8.0
176	11819	8.0
176	11820	8.0
176	11821	8.0
176	11826	8.0
176	11827	8.0
176	11828	8.0
176	11829	8.0
176	11830	8.0
176	11831	8.0
176	11832	8.0
176	11833	8.0
176	11834	8.0
176	11835	8.0
176	11836	8.0
176	11837	8.0
176	11838	8.0
176	11839	8.0
176	11840	8.0
176	11841	8.0
176	11842	8.0
176	11843	8.0
176	11844	8.0
176	11845	8.0
176	11846	8.0
176	11847	8.0
176	11848	8.0
176	11849	8.0
176	11850	8.0
176	11851	8.0
176	11852	5.0
176	11853	2.0
176	11854	4.0
176	11855	3.0
176	11856	2.0
176	11857	3.0
176	11858	3.0
176	11859	5.0
176	11861	5.0
176	11863	4.0
176	11933	2.0
177	11287	4.0
177	11298	2.0
177	11302	3.0
177	11303	3.0
177	11304	5.0
177	11305	4.0
177	11306	2.0
177	11307	5.0
177	11308	3.0
177	11350	3.0
177	11352	8.0
177	11354	8.0
177	11358	8.0
177	11363	8.0
177	11364	8.0
177	11370	8.0
177	11409	8.0
177	11416	8.0
177	11418	8.0
177	11419	8.0
177	11421	8.0
177	11423	8.0
177	11425	8.0
177	11426	8.0
177	11428	8.0
177	11429	8.0
177	11430	8.0
177	11431	8.0
177	11432	8.0
177	11433	8.0
177	11434	8.0
177	11435	8.0
177	11438	8.0
177	11440	8.0
177	11441	8.0
177	11443	8.0
177	11444	8.0
177	11447	8.0
177	11448	8.0
177	11449	8.0
177	11450	8.0
177	11451	8.0
177	11452	8.0
177	11459	8.0
177	11461	8.0
177	11464	8.0
177	11465	8.0
177	11468	8.0
177	11470	8.0
177	11471	8.0
177	11472	8.0
177	11474	8.0
177	11475	8.0
177	11477	8.0
177	11479	8.0
177	11480	8.0
177	11481	8.0
177	11482	8.0
177	11484	8.0
177	11486	8.0
177	11487	8.0
177	11488	8.0
177	11489	8.0
177	11490	8.0
177	11491	8.0
177	11492	8.0
177	11495	8.0
177	11496	8.0
177	11497	8.0
177	11498	8.0
177	11499	8.0
177	11500	8.0
177	11501	8.0
177	11502	8.0
177	11504	8.0
177	11512	8.0
177	11513	8.0
177	11514	8.0
177	11515	8.0
177	11516	8.0
177	11517	8.0
177	11518	8.0
177	11519	8.0
177	11520	8.0
177	11522	8.0
177	11529	8.0
177	11532	8.0
177	11533	8.0
177	11534	8.0
177	11535	8.0
177	11536	8.0
177	11537	8.0
177	11538	8.0
177	11539	8.0
177	11540	8.0
177	11541	8.0
177	11542	8.0
177	11544	8.0
177	11545	8.0
177	11546	8.0
177	11548	8.0
177	11852	5.0
177	11853	4.0
177	11854	2.0
177	11855	4.0
177	11856	5.0
177	11857	5.0
177	11858	5.0
177	11859	3.0
177	11861	2.0
177	11863	5.0
177	11933	2.0
178	11287	5.0
178	11298	4.0
178	11302	2.0
178	11303	3.0
178	11304	5.0
178	11305	5.0
178	11306	4.0
178	11307	2.0
178	11308	5.0
178	11350	3.0
178	11548	8.0
178	11549	8.0
178	11550	8.0
178	11551	8.0
178	11552	8.0
178	11553	8.0
178	11554	8.0
178	11555	8.0
178	11556	8.0
178	11564	8.0
178	11565	8.0
178	11566	8.0
178	11567	8.0
178	11568	8.0
178	11569	8.0
178	11571	8.0
178	11572	8.0
178	11576	8.0
178	11592	8.0
178	11593	8.0
178	11595	8.0
178	11596	8.0
178	11600	8.0
178	11601	8.0
178	11602	8.0
178	11603	8.0
178	11604	8.0
178	11605	8.0
178	11606	8.0
178	11607	8.0
178	11608	8.0
178	11609	8.0
178	11610	8.0
178	11611	8.0
178	11614	8.0
178	11615	8.0
178	11622	8.0
178	11624	8.0
178	11625	8.0
178	11628	8.0
178	11629	8.0
178	11630	8.0
178	11632	8.0
178	11634	8.0
178	11636	8.0
178	11637	8.0
178	11639	8.0
178	11640	8.0
178	11641	8.0
178	11642	8.0
178	11643	8.0
178	11647	8.0
178	11648	8.0
178	11650	8.0
178	11651	8.0
178	11652	8.0
178	11655	8.0
178	11656	8.0
178	11657	8.0
178	11658	8.0
178	11666	8.0
178	11668	8.0
178	11669	8.0
178	11670	8.0
178	11671	8.0
178	11674	8.0
178	11676	8.0
178	11677	8.0
178	11682	8.0
178	11684	8.0
178	11685	8.0
178	11686	8.0
178	11687	8.0
178	11688	8.0
178	11689	8.0
178	11690	8.0
178	11691	8.0
178	11692	8.0
178	11694	8.0
178	11695	8.0
178	11697	8.0
178	11698	8.0
178	11699	8.0
178	11700	8.0
178	11701	8.0
178	11702	8.0
178	11704	8.0
178	11705	8.0
178	11717	8.0
178	11720	8.0
178	11722	8.0
178	11727	8.0
178	11728	8.0
178	11730	8.0
178	11731	8.0
178	11732	8.0
178	11733	8.0
178	11735	8.0
178	11736	8.0
178	11737	8.0
178	11739	8.0
178	11852	4.0
178	11853	5.0
178	11854	2.0
178	11855	2.0
178	11856	2.0
178	11857	5.0
